#Year,Title,Genre,Studio,Cast,Level,
2012,Seven Psychopaths,,CBS Films,"Martin McDonagh (director/screenplay); Colin Farrell, Sam Rockwell, Christopher Walken, Woody Harrelson",0,
2012,Taken 2,,20th Century Fox,"Olivier Megaton (director); Luc Besson, Robert Mark Kamen (screenplay); Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser, Jon Gries, D. B. Sweeney,Luke Grimes, Rade Šerbedžija",1,
2012,The Brass Teapot,,Magnolia Pictures,"Ramaa Mosley (director); Tim Macy (screenplay); Juno Temple, Michael Angarano, Alexis Bledel, Alia Shawkat, Bobby Moynihan",0,
2012,Cloud Atlas,,Warner Bros.,"Tom Tykwer, Andy Wachowski, Lana Wachowski (directors/screenplay); Tom Hanks, Jim Sturgess, David Gyasi, Jim Broadbent, Ben Whishaw, Halle Berry,Hugh Grant, Bae Doona, Hugo Weaving, Susan Sarandon, James D'Arcy, Keith David, Zhou Xun",1,
2012,End of Watch,,Open Road Films,"David Ayer (director/screenplay); Jake Gyllenhaal, Michael Peña, Anna Kendrick,Frank Grillo, America Ferrera, Cody Horn",2,
2012,Hotel Transylvania,,Columbia Pictures / Sony Pictures Animation,"Genndy Tartakovsky (director); Don Rhymer (screenplay); Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade, CeeLo Green",0,
2012,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,,Trinity,"Bill Jones, Jeff Simpson, Ben Timlett (directors); Graham Chapman, John Cleese,Terry Gilliam, Michael Palin, Terry Jones",0,
2012,Much Ado About Nothing,,Lionsgate / Roadside Attractions,"Joss Whedon (director/screenplay); Amy Acker, Nathan Fillion, Clark Gregg, Fran Kranz",0,
2012,The Perks of Being a Wallflower,,Summit Entertainment,"Stephen Chbosky (director/screenplay); Logan Lerman, Emma Watson, Ezra Miller",0,
2012,Silver Linings Playbook,,The Weinstein Company,"David O. Russell (director/screenplay); Bradley Cooper, Jennifer Lawrence,Robert De Niro, Jacki Weaver, Anupam Kher, Chris Tucker",0,
2012,The Impossible,,Summit Entertainment,"Juan Antonio Bayona (director); Sergio G. Sánchez (screenplay); Naomi Watts,Ewan McGregor",1,
2012,Quartet,,The Weinstein Company,"Dustin Hoffman (director); Ronald Harwood (screenplay); Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins, Michael Gambon",0,
2012,Stuck in Love,,Millennium Entertainment,"Josh Boone (director/screenplay); Greg Kinnear, Jennifer Connelly, Lily Collins,Logan Lerman, Nat Wolff, Liana Liberato, Kristen Bell",2,
2012,A Late Quartet,,Entertainment One,"Yaron Zilberman (director/screenplay); Seth Grossman (screenplay); Philip Seymour Hoffman, Catherine Keener, Christopher Walken",0,
2012,The Lords of Salem,,Anchor Bay Films,"Rob Zombie (director/screenwriter); Sheri Moon Zombie, Bruce Davison, Jeff Daniel Phillips, Ken Foree, Patricia Quinn, Dee Wallace, María Conchita Alonso,Judy Geeson, Meg Foster",1,
2012,Barfi!,,LLC,"Anurag Basu (director/screenplay); Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz",1,
2012,Emperor,,Lionsgate / Roadside Attractions,"Peter Webber (director); Vera Blasi, David Klass (screenplay); Tommy Lee Jones,Matthew Fox, Eriko Hatsune, Toshiyuki Nishida, Masatoshi Nakamura, Kaori Momoi, Colin Moy",2,
2012,Stolen,,Millennium Films,"Simon West (director); David Guggenheim (screenplay); Nicolas Cage, Malin Åkerman, Josh Lucas, Danny Huston",2,
2012,Frankenweenie,,Walt Disney Pictures,"Tim Burton (director); John August (screenplay); Catherine O'Hara, Martin Short,Martin Landau, Charlie Tahan, Atticus Shaffer, Winona Ryder",0,
2012,The Collection,,LD Entertainment,"Marcus Dunstan (director); Marcus Dunstan, Patrick Melton (screenplay); Josh Stewart, Emma Fitzpatrick",2,
2012,Head Games,,Variance Films,"Steve James (director); Christopher Nowinski, Bob Costas, Keith Primeau",2,
2012,House at the End of the Street,,Relativity Media,"Mark Tonderai (director); David Loucka (screenplay); Jennifer Lawrence,Elisabeth Shue, Max Thieriot, Gil Bellows",0,
2012,Trouble with the Curve,,Warner Bros.,"Robert Lorenz (director); Randy Brown (screenplay); Clint Eastwood, Amy Adams,Matthew Lillard, Justin Timberlake, John Goodman",0,
2012,Pitch Perfect,,Universal Pictures,"Jason Moore (director); Kay Cannon, Jeff Roda (screenplay); Anna Kendrick,Rebel Wilson, Brittany Snow, Anna Camp, Skylar Astin, Adam DeVine, John Michael Higgins, Elizabeth Banks",1,
2012,Red Dawn,,20th Century Fox,"Dan Bradley (director); Carl Ellsworth, Jeremy Passmore, Vincent Newman, Tony Gilroy (screenplay); Chris Hemsworth, Josh Peck, Adrianne Palicki, Josh Hutcherson, Isabel Lucas, Connor Cruise, Jeffrey Dean Morgan",1,
2012,Life of Pi,,20th Century Fox,"Ang Lee (director); David Magee (screenplay); Suraj Sharma, Tabu, Irrfan Khan,Gérard Depardieu, Rafe Spall",2,
2012,Won't Back Down,,20th Century Fox,"Daniel Barnz (director/screenplay); Brin Hill (screenplay); Viola Davis, Maggie Gyllenhaal, Holly Hunter, Ving Rhames, Rosie Perez",2,
2012,Not Fade Away,,Paramount Vantage,"David Chase (director/screenplay); Bella Heathcote, John Magaro, Jack Huston",1,
2012,Lincoln,,Touchstone Pictures /DreamWorks Pictures /20th Century Fox,"Steven Spielberg (director); Tony Kushner (screenplay); Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook,Tommy Lee Jones",1,
2012,Rise of the Guardians,,Paramount Pictures /DreamWorks Animation,"Peter Ramsey (director); David Lindsay-Abaire (screenplay); Chris Pine, Alec Baldwin, Hugh Jackman, Isla Fisher, Jude Law",2,
2012,Here Comes the Boom,,Columbia Pictures,"Frank Coraci (director); Allan Loeb, Kevin James (screenplay); Kevin James,Salma Hayek, Henry Winkler, Bas Rutten",1,
2012,Television,,Chabial,"Mostofa Sarwar Farooki (director); Anisul Haque (screenplay); Shahir Huda Rumi,Chanchal Chowdhury, Mosharraf Karim, Nusrat Imrose Tisha",2,
2012,Flight,,Paramount Pictures,"Robert Zemeckis (director); John Gatins (screenplay); Denzel Washington, Don Cheadle, Kelly Reilly, John Goodman, Brian Geraghty, Melissa Leo",2,
2012,Alex Cross,,Summit Entertainment,"Rob Cohen (director); James Patterson, Kerry Williamson, Marc Moss(screenplay); Tyler Perry, Matthew Fox",0,
2012,Paranormal Activity 4,,Paramount Pictures,"Ariel Schulman, Henry Joost (directors); Zack Estrin (screenplay); Kathryn Newton, Katie Featherston, Matt Shively, Stephen Dunham, Alexondra Lee, Brady Allen, Aiden Lovekamp",0,
2012,Best Man Down,,Magnolia Pictures,"Ted Koland (director/screenplay); Justin Long, Jess Weixler, Tyler Labine,Addison Timlin, Shelley Long, Frances O'Connor",1,
2012,Cirque du Soleil: Worlds Away,,Paramount Pictures,"Andrew Adamson (director/screenplay); Erica Linz, Igor Zaripov, John Clarke",0,
2012,Hello Herman,,Freestyle Releasing,"Michelle Danner (director) John Buffalo Mailer (screenplay); Norman Reedus,Martha Higareda, Garrett Backstrom",0,
2012,Skyfall,,MGM / Columbia Pictures,"Sam Mendes (director); Neal Purvis and Robert Wade, John Logan (screenplay);Daniel Craig, Javier Bardem, Ralph Fiennes, Naomie Harris, Bérénice Marlohe,Albert Finney, Judi Dench",2,
2012,Chasing Mavericks,,20th Century Fox,"Curtis Hanson, Michael Apted (directors); Kario Salem (screenplay); Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer",0,
2012,Fun Size,,Paramount Pictures /Nickelodeon Movies,"Josh Schwartz (director); Max Werner (screenplay); Victoria Justice, Jane Levy,Thomas Mann, Chelsea Handler, Thomas McDonell, Osric Chau",2,
2012,Silent Hill: Revelation,,Open Road Films,"Michael J. Bassett (director/screenplay); Adelaide Clemens, Sean Bean, Radha Mitchell, Kit Harington, Carrie-Anne Moss, Malcolm McDowell, Deborah Kara Unger, Martin Donovan",1,
2012,Wreck-It Ralph,,Walt Disney Pictures /Walt Disney Animation Studios,"Rich Moore (director); Jennifer Lee, Phil Johnston (screenplay); John C. Reilly,Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk",0,
2012,The Man with the Iron Fists,,Universal Pictures,"RZA (director/screenplay); Eli Roth (screenplay); Russell Crowe, Cung Le, Lucy Liu, Byron Mann, RZA, Rick Yune, David Bautista, Jamie Chung",1,
2012,Jab Tak Hai Jaan,,Yash Raj Films,"Yash Chopra (director); Aditya Chopra, Devika Bhagat (screenplay); Shahrukh Khan, Anushka Sharma, Katrina Kaif",0,
2012,Bullet to the Head,,Warner Bros.,"Walter Hill (director/screenplay); Alessandro Camon (screenplay); Sylvester Stallone, Sung Kang, Sarah Shahi, Adewale Akinnuoye-Agbaje, Christian Slater,Jason Momoa",2,
2012,The Twilight Saga: Breaking Dawn – Part 2,,Lionsgate / Summit Entertainment,"Bill Condon (director); Melissa Rosenberg (screenplay); Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli, Elizabeth Reaser, Kellan Lutz, Nikki Reed, Jackson Rathbone, Ashley Greene, Michael Sheen, Dakota Fanning",0,
2012,Nema Aviona Za Zagreb,,Spectrum Film,"Louis van Gasteren (director); Joke Meerman (screenplay); Louis van Gasteren,Timothy Leary, Meher Baba",0,
2012,Hitchcock,,Fox Searchlight Pictures,"Sacha Gervasi (director); John McLaughlin (screenplay); Anthony Hopkins, Helen Mirren, Michael Wincott, Scarlett Johansson, Jessica Biel, James D'Arcy, Toni Collette, Kurtwood Smith",0,
2012,Nativity 2: Danger in the Manger,,BBC Films,"Debbie Isitt (director); David Tennant, Joanna Page, Marc Wootton, Pam Ferris,Jake Pratt, Bessie Cursons",0,
2012,The Hobbit: An Unexpected Journey,,Warner Bros. / New Line Cinema / MGM,"Peter Jackson (director/screenplay); Fran Walsh, Philippa Boyens, Guillermo del Toro (screenplay); Ian McKellen, Martin Freeman, Richard Armitage, James Nesbitt, Ken Stott, Cate Blanchett, Ian Holm, Christopher Lee, Hugo Weaving,Elijah Wood, Andy Serkis",0,
2012,Back to 1942,,China Film Group Corporation,"Feng Xiaogang (director); Liu Zhenyun (screenplay); Zhang Guoli, Chen Daoming, Li Xuejian, Zhang Hanyu, Fan Wei, Feng Yuanzheng, Xu Fan, Tim Robbins, Adrien Brody",1,
2012,Dino Time,,CJ Entertainment,"Yoon-suk Choi, John Kafka (director); James Greco, Zachary Rosenblatt (screenplay); Jane Lynch, Rob Schneider, Stephen Baldwin, William Baldwin,Pamela Adlon, Yuri Lowenthal, Melanie Griffith",2,
2012,Talaash: The Answer Lies Within,,Reliance Big Pictures,"Reema Kagti (director/screenplay); Zoya Akhtar (screenplay); Aamir Khan, Rani Mukerji, Kareena Kapoor, Nawazuddin Siddiqui",0,
2012,Playing for Keeps,,FilmDistrict / Open Road Films,"Gabriele Muccino (director); Robbie Fox (screenplay); Gerard Butler, Uma Thurman, Jessica Biel, Dennis Quaid, Judy Greer, Catherine Zeta-Jones",1,
2012,The Fitzgerald Family Christmas,,Tribeca Film,Edward Burns (director/produced/written); Kerry Bishe; Heather Burns; Connie Britton; Caitlin Fitzgerald; Anita Gillette; Tom Guiry; Ed Lauter; Mike McGlone;Noah Emmerich,0,
2012,Django Unchained,,The Weinstein Company /Columbia Pictures,"Quentin Tarantino (director/screenplay); Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Samuel L. Jackson, Kerry Washington",0,
2012,The Guilt Trip,,Paramount Pictures /Skydance Productions,"Anne Fletcher (director); Dan Fogelman (screenplay); Barbra Streisand, Seth Rogen",0,
2012,Zero Dark Thirty,,Columbia Pictures /Universal Pictures,"Kathryn Bigelow (director); Mark Boal (screenplay); Jessica Chastain, Joel Edgerton, Jason Clarke, Chris Pratt",1,
2012,Jack Reacher,,Paramount Pictures /Skydance Productions,"Christopher McQuarrie (director/screenplay); Josh Olson (screenplay); Tom Cruise, Rosamund Pike, David Oyelowo, Richard Jenkins, Werner Herzog, Jai Courtney, Robert Duvall, Michael Raymond-James, Alexia Fast",1,
2012,This Is 40,,Universal Pictures,"Judd Apatow (director/screenplay); Paul Rudd, Leslie Mann, Maude Apatow,Albert Brooks, John Lithgow",1,
2012,Les Misérables,,Universal Pictures,"Tom Hooper (director); William Nicholson, Alain Boublil, Claude-Michel Schönberg, Herbert Kretzmer (screenplay); Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried",0,
2012,Parental Guidance,,20th Century Fox,"Andy Fickman (director); Joe Syracuse, Lisa Addario, Lowell Ganz, Babaloo Mandel (screenplay); Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott,Bailee Madison, Joshua Rush, Kyle Harrison Breitkopf",1,
2012,Promised Land,,Focus Features,"Gus Van Sant (director); Matt Damon, John Krasinski (screenplay); Matt Damon, John Krasinski, Frances McDormand",2,
2011,Season of the Witch,,Rogue Pictures / Relativity Media,"Dominic Sena (director); Bragi Schut (screenplay); Nicolas Cage, Ron Perlman,Stephen Campbell Moore, Claire Foy, Stephen Graham, Christopher Lee, Robert Sheehan, Ulrich Thomsen",1,
2011,The Green Hornet,,Columbia Pictures,"Michel Gondry (director); Evan Goldberg, Seth Rogen (screenplay); Seth Rogen,Jay Chou, Cameron Diaz, Christoph Waltz, Edward James Olmos, David Harbour,Tom Wilkinson",0,
2011,No Strings Attached,,Paramount Pictures,"Ivan Reitman (director); Elizabeth Meriwether (screenplay); Ashton Kutcher,Natalie Portman, Cary Elwes, Kevin Kline, Greta Gerwig, Ophelia Lovibond, Ben Lawson, Chris 'Ludacris' Bridges, Olivia Thirlby, Jake M. Johnson, Lake Bell,Mindy Kaling, Talia Balsam, Adhir Kalyan, Guy Brannum",2,
2011,The Dilemma,,Universal Pictures,"Ron Howard (director); Allan Loeb (screenplay); Vince Vaughn, Kevin James,Winona Ryder, Jennifer Connelly, Channing Tatum, Queen Latifah",1,
2011,The Guard,,Sony Pictures Classics,"John Michael McDonagh (director/screenplay); Brendan Gleeson, Don Cheadle,Mark Strong",2,
2011,Bellflower,,Oscilloscope Laboratories,"Evan Glodell (director/screenplay); Evan Glodell, Jessie Wiseman, Tyler Dawson,Rebekah Brandes",1,
2011,Buck,,IFC Films,Cindy Meehl (director); Buck Brannaman,2,
2011,Hobo with a Shotgun,,Rhombus Media/Whizbang Films Inc./Yer Dead Productions,"Jason Eisener (director); John Davies (screenplay); Rutger Hauer, Gregory Smith,Brian Downey",0,
2011,Pariah,,Focus Features,"Dee Rees (director/screenplay); Adepero Oduye, Aasha Davis, Kim Wayans",0,
2011,Silent House,,Open Road Films / LD Entertainment,"Chris Kentis (director); Laura Lau (director/screenplay); Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens",2,
2011,Win Win,,Fox Searchlight Pictures,"Thomas McCarthy (director/screenplay); Paul Giamatti, Amy Ryan, Bobby Cannavale, Melanie Lynskey, Burt Young, Jeffrey Tambor, Alex Shaffer",2,
2011,The Devil's Double,,Lionsgate,"Lee Tamahori (director); Michael Thomas (screenplay); Dominic Cooper, Philip Quast",2,
2011,Like Crazy,,Paramount Vantage,"Drake Doremus (director); Drake Doremus, Ben York Jones (screenplay); Anton Yelchin, Felicity Jones, Jennifer Lawrence, Charlie Bewley",2,
2011,POM Wonderful Presents: The Greatest Movie Ever Sold,,Sony Pictures Classics,"Morgan Spurlock (director/screenplay) Jeremy Chilnick (screenplay); Morgan Spurlock, Ben Silverman, Noam Chomsky, OK Go, Ralph Nader",0,
2011,Cedar Rapids,,Fox Searchlight Pictures,"Miguel Arteta (director); Phil Johnston (screenplay); Ed Helms, John C. Reilly,Anne Heche, Sigourney Weaver, Stephen Root, Kurtwood Smith, Alia Shawkat,Mike O'Malley, Rob Corddry, Seth Morris",0,
2011,Gnomeo & Juliet,,Touchstone Pictures /Miramax Films,"Kelly Asbury (director); Rob Sprackling, John R. Smith, Kevin Cecil, Andy Riley,Mark Burton (screenplay); James McAvoy, Emily Blunt, Julie Walters, Richard Wilson, Jason Statham, Ashley Jensen, Maggie Smith, Michael Caine, Patrick Stewart, Matt Lucas, Stephen Merchant, Jim Cummings, Ozzy Osbourne, Dolly Parton, Hulk Hogan",0,
2011,Higher Ground,,Sony Pictures Classics,"Vera Farmiga (director); Carolyn S. Briggs, Tim Metcalfe (screenplay); Vera Farmiga, Joshua Leonard, Bill Irwin, Donna Murphy, Norbert Leo Butz, John Hawkes, Dagamara Dominczyk, Ebon Moss-Bachrach",2,
2011,Another Earth,,Fox Searchlight,"Mike Cahill (director/screenplay); Brit Marling (screenplay); William Mapother, Brit Marling",0,
2011,Sound of My Voice,,Fox Searchlight Pictures,"Zal Batmanglij (director/screenplay); Brit Marling, Christopher Denham, Nicole Vicius",2,
2011,Take Shelter,,Sony Pictures Classics,"Jeff Nichols (director/screenplay); Michael Shannon, Jessica Chastain",2,
2011,Margin Call,,Lionsgate / Roadside Attractions,"J. C. Chandor (director/screenplay); Kevin Spacey, Paul Bettany, Jeremy Irons,Zachary Quinto, Penn Badgley, Simon Baker, Mary McDonnell, Demi Moore,Stanley Tucci",1,
2011,The Rite,,Warner Bros. / New Line Cinema,"Mikael Håfström (director); Michael Petroni (screenplay); Anthony Hopkins, Colin O'Donoghue, Alice Braga, Rutger Hauer, Ciarán Hinds",2,
2011,The Mechanic,,CBS Films,"Simon West (director); Richard Wenk, Lewis John Carlino (screenplay); Jason Statham, Ben Foster, Donald Sutherland, Christa Campbell",2,
2011,Sanctum,,Universal Pictures,"Alister Grierson (director); Andrew Wight, John Garvin (screenplay); Richard Roxburgh, Rhys Wakefield, Ioan Gruffudd, Alice Parkinson, Dan Wyllie",0,
2011,The Roommate,,Screen Gems,"Christian E. Christiansen (director); Sonny Malihi (screenplay); Leighton Meester,Minka Kelly, Cam Gigandet, Aly Michalka, Danneel Harris, Frances Fisher, Billy Zane",2,
2011,Just Go with It,,Columbia Pictures,"Dennis Dugan (director); Allan Loeb, Tim Dowling (screenplay); Adam Sandler,Jennifer Aniston, Nicole Kidman, Brooklyn Decker, Nick Swardson, Bailee Madison, Dave Matthews",1,
2011,Gnomeo & Juliet,,Touchstone Pictures /Miramax Films,"Kelly Asbury (director); Rob Sprackling, John R. Smith, Kevin Cecil, Andy Riley,Mark Burton (screenplay); James McAvoy, Emily Blunt, Julie Walters, Richard Wilson, Jason Statham, Ashley Jensen, Maggie Smith, Michael Caine, Patrick Stewart, Matt Lucas, Stephen Merchant, Jim Cummings, Ozzy Osbourne, Dolly Parton, Hulk Hogan",0,
2011,The Eagle,,Focus Features,"Kevin MacDonald (director); Jeremy Brock (screenplay); Channing Tatum, Jamie Bell, Donald Sutherland, Mark Strong, Tahar Rahim",2,
2011,Justin Bieber: Never Say Never,,Paramount Pictures /Insurge Pictures / MTV Films,"Jon Chu (director); Justin Bieber, Miley Cyrus, Jaden Smith, Scooter Braun, Boyz II Men, Sean Kingston, Chris 'Ludacris' Bridges, Usher Raymond, Pattie Mallette, Ryan Good, Jeremy Bieber, Shawn Stockman, Wanya Morris, Nathan Morris, Diane Dale, Bruce Dale, Martin Butler, Ryan Butler, Nathan McKay, Allison Kaye, Carin Morris",0,
2011,The Adjustment Bureau,,Universal Pictures,"George Nolfi (director/screenplay); Matt Damon, Emily Blunt, Anthony Mackie,Terence Stamp, John Slattery, Shoreh Aghdashloo, Michael Kelly, Anthony Ruivivar",0,
2011,Coriolanus,,The Weinstein Company,"Ralph Fiennes (director); John Logan (screenplay); Ralph Fiennes, Gerard Butler,Vanessa Redgrave, Brian Cox, Jessica Chastain, James Nesbitt",0,
2011,Paul,,Universal Pictures,"Greg Mottola (director); Nick Frost, Simon Pegg (screenplay); Nick Frost, Simon Pegg, Seth Rogen, Bill Hader, Kristen Wiig, Jason Bateman, Sigourney Weaver,Jane Lynch, John Carroll Lynch, Joe Lo Truglio, David Koechner, Blythe Danner",0,
2011,Rango,,Paramount Pictures /Nickelodeon Movies / GK Films,"Gore Verbinski (director); John Logan (screenplay); Johnny Depp, Isla Fisher,Abigail Breslin, Ned Beatty, Alfred Molina, Bill Nighy, Stephen Root, Harry Dean Stanton, Ray Winstone, Timothy Olyphant",1,
2011,A Separation,,Sony Pictures Classics,"Asghar Farhadi (director/screenplay); Leila Hatami, Peyman Moaadi, Shahab Hosseini, Sareh Bayat",2,
2011,Unknown,,Warner Bros.,"Jaume Collet-Serra (director); Oliver Butcher, Stephen Cornwell, Karl Gadjusek (screenplay); Liam Neeson, Diane Kruger, January Jones, Frank Langella, Aidan Quinn, Bruno Ganz",2,
2011,"Big Mommas: Like Father, Like Son",,20th Century Fox,"John Whitesell (director); Matthew Fogel, Randi Mayem Singer (screenplay);Martin Lawrence, Brandon T. Jackson, Jessica Lucas, Faizon Love, Portia Doubleday, Michelle Ang",0,
2011,I Am Number Four,,Touchstone Pictures /DreamWorks Studios,"D. J. Caruso (director); Alfred Gough, Miles Millar (screenplay); Alex Pettyfer,Timothy Olyphant, Dianna Agron, Teresa Palmer, Kevin Durand, Jake Abel, Callan McAuliffe, Judith Hoag, Beau Mirchoff, Emily Wickersham, Brian Howe, Cody Johns",2,
2011,Drive Angry,,Summit Entertainment,"Patrick Lussier (director/screenplay); Todd Farmer (screenplay); Nicolas Cage,Amber Heard, David Morse",2,
2011,Hall Pass,,Warner Bros. / New Line Cinema,"Bobby Farrelly, Peter Farrelly (directors/screenplay); Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate, Alyssa Milano, Joy Behar, Stephen Merchant, J. B. Smoove, Richard Jenkins, Alexandra Daddario",2,
2011,Take Me Home Tonight,,Relativity Media / Rogue Pictures,"Michael Dowse (director); Jackie Filgo, Jeff Filgo (screenplay); Topher Grace,Teresa Palmer, Anna Faris, Michael Biehn, Dan Fogler, Michelle Trachtenberg",2,
2011,Beastly,,CBS Films,"Daniel Barnz (director/screenplay); Alex Pettyfer, Vanessa Hudgens, Mary-Kate Olsen, Neil Patrick Harris, Peter Krause, Lisa Gay Hamilton",1,
2011,Red Riding Hood,,Warner Bros.,"Catherine Hardwicke (director); David Leslie Johnson (screenplay); Amanda Seyfried, Gary Oldman, Shiloh Fernandez, Max Irons, Billy Burke, Julie Christie,Virginia Madsen, Lukas Haas",0,
2011,Battle: Los Angeles,,Columbia Pictures,"Jonathan Liebesman (director); Christopher Bertolini (screenplay); Aaron Eckhart,Michelle Rodriguez, Michael Peña, Bridget Moynahan, Ne-Yo, Ramon Rodríguez",1,
2011,Limitless,,Relativity Media / Rogue Pictures,"Neil Burger (director); Leslie Dixon (screenplay); Bradley Cooper, Robert De Niro,Abbie Cornish, Anna Friel, Johnny Whitworth",2,
2011,Jane Eyre,,Focus Features,"Cary Fukunaga (director); Moira Buffini (screenplay); Mia Wasikowska, Michael Fassbender, Jamie Bell, Judi Dench, Imogen Poots, Sally Hawkins, Simon McBurney",0,
2011,The Lincoln Lawyer,,Lionsgate,"Brad Furman (director); John Romano (screenplay); Matthew McConaughey,Ryan Phillippe, Marisa Tomei, Josh Lucas, John Leguizamo, Michael Peña, Bryan Cranston, Frances Fisher, William H. Macy, Trace Adkins",0,
2011,Mars Needs Moms,,Walt Disney Pictures,"Simon Wells (director/screenplay); Wendy Wells (screenplay); Seth Green,Elisabeth Harnois, Mindy Sterling, Dan Fogler, Joan Cusack, Seth Dusky",1,
2011,Source Code,,Summit Entertainment,"Duncan Jones (director); Ben Ripley (screenplay); Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright",2,
2011,Attack the Block,,Screen Gems,"Joe Cornish (director/screenplay); John Boyega, Alex Esmail, Franz Drameh,Leeon Jones, Nick Frost",1,
2011,Fightville,,MPI Media Group,"Petra Epperlein, Michael Tucker (directors)",0,
2011,The Divide,,Anchor Bay Films,"Xavier Gens (director); Karl Mueller, Eron Sheean (screenplay); Lauren German,Michael Biehn, Milo Ventimiglia, Courtney B. Vance, Ivan Gonzalez, Michael Eklund, Abbey Thickson, Ashton Holmes, Rosanna Arquette",1,
2011,Kumaré,,Kino Lorber,Vikram Gandhi (director); Vikram Gandhi,0,
2011,The Beaver,,Summit Entertainment,"Jodie Foster (director); Kyle Killen (screenplay); Mel Gibson, Jodie Foster, Anton Yelchin, Jennifer Lawrence, Riley Thomas Stewart",0,
2011,Dylan Dog: Dead of Night,,Freestyle Releasing,"Kevin Munroe (director); Joshua Oppenheimer, Thomas Dean Donnelly(screenplay); Brandon Routh, Taye Diggs, Sam Huntington, Anita Briem",0,
2011,Rio,,20th Century Fox / Blue Sky Studios,"Carlos Saldanha (director); Don Rhymer, Joshua Sternin, Jeffrey Ventimilia, Sam Harper (screenplay); Jesse Eisenberg, Anne Hathaway, George Lopez, Tracy Morgan, Jemaine Clement, Leslie Mann, will.i.am, Jamie Foxx, Rodrigo Santoro,Jake T. Austin, Carlos Ponce, Bernando de Paula",1,
2011,Diary of a Wimpy Kid: Rodrick Rules,,20th Century Fox,"David Bowers (director); Jeff Filgo, Jackie Filgo, Jeff Judah, Gabe Sachs(screenplay); Zachary Gordon, Robert Capron, Rachael Harris, Devon Bostick,Peyton List, Steve Zahn",0,
2011,Sucker Punch,,Warner Bros.,"Zack Snyder (director/screenplay); Steve Shibuya (screenplay); Emily Browning,Abbie Cornish, Jamie Chung, Jena Malone, Vanessa Hudgens, Carla Gugino,Scott Glenn, Jon Hamm, Oscar Isaac",1,
2011,Hop,,Universal Pictures /Illumination Entertainment,"Tim Hill (director); Cinco Paul, Ken Daurio, Brian Lynch (screenplay); Russell Brand, James Marsden, Kaley Cuoco, Elizabeth Perkins, Hank Azaria, Gary Cole,David Hasselhoff, Chelsea Handler, Hugh Laurie",1,
2011,Hanna,,Focus Features,"Joe Wright (director); Seth Lochhead, David Farr (screenplay); Saoirse Ronan,Cate Blanchett, Eric Bana, Jason Flemyng, Olivia Williams, Tom Hollander",0,
2011,Arthur,,Warner Bros.,"Jason Winer (director); Peter Baynham (screenplay); Russell Brand, Helen Mirren,Jennifer Garner, Luis Guzmán, Greta Gerwig, Nick Nolte",1,
2011,Soul Surfer,,TriStar Pictures /FilmDistrict,"Sean McNamara (director); Sean McNamara, Michael Berk, Douglas Schwartz(screenplay); Dennis Quaid, AnnaSophia Robb, Helen Hunt, Carrie Underwood",1,
2011,Your Highness,,Universal Pictures,"David Gordon Green (director); Danny McBride, Ben Best (screenplay); Danny McBride, James Franco, Natalie Portman, Zooey Deschanel, Justin Theroux,Toby Jones, Damian Lewis",1,
2011,Scream 4,,Dimension Films,"Wes Craven (director); Kevin Williamson (screenplay); Neve Campbell, Courteney Cox, David Arquette, Emma Roberts, Hayden Panettiere",1,
2011,3D Sex and Zen: Extreme Ecstasy,,China Lion Entertainment,"Christopher Sun Lap Key (director); Hayama Hiro, Saori Hara, Leni Lan, Vonnie Lui, Yukiko Suo, Irene Chen",0,
2011,Atlas Shrugged: Part I,,Rocky Mountain Pictures,"Paul Johansson (director); Brian Patrick O'Toole (screenplay); Taylor Schilling,Grant Bowler, Matthew Marsden, Graham Beckel, Edi Gathegi, Jsu Garcia,Michael Lerner",0,
2011,Fast Five,,Universal Pictures,"Justin Lin (director); Chris Morgan (screenplay); Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson, Chris ""Ludacris"" Bridges, Matt Schulze, Sung Kang,Dwayne Johnson, Joaquim de Almeida",2,
2011,We Have a Pope,,Sundance Selects,"Nanni Moretti (director/screenplay); Francesco Piccolo, Federica Pontremoli (screenplay); Michel Piccoli, Nanni Moretti",1,
