#Year,Title,Genre,Studio,Cast,Level,
2007,The Messengers,,Screen Gems,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett",1,
2007,Hannibal Rising,,The Weinstein Company,"Gaspard Ulliel, Gong Li, Rhys Ifans, Dominic West, Kevin McKidd, Richard Brake, Stephen Walters",2,
2007,Norbit,,DreamWorks,"Brian Robbins (director), Eddie Murphy, Thandie Newton, Cuba Gooding, Jr., Eddie Griffin, Terry Crews,Clifton Powell, Katt Williams",2,
2007,Daddy's Little Girls,,Lions Gate Entertainment,"Louis Gossett, Jr., Gabrielle Union, Idris Elba, Terri J. Vaughn, Tracee Ellis Ross, Tyler Perry",1,
2007,Music and Lyrics,,Warner Bros.,"Hugh Grant, Drew Barrymore, Brad Garrett, Kristen Johnston, Campbell Scott, Haley Bennett",2,
2007,Starter for 10,,BBC Films,"James McAvoy, Rebecca Hall, Dominic Cooper, Catherine Tate, Alice Eve, Benedict Cumberbatch, James Corden, Mark Gatiss, Charles Dance",1,
2007,Breach,,Universal Studios,"Chris Cooper, Ryan Phillippe, Laura Linney, Dennis Haysbert, Caroline Dhavernas, Gary Cole",1,
2007,Bridge to Terabithia,,Walt Disney Pictures,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",1,
2007,Ghost Rider,,Columbia Pictures,"Mark Steven Johnson (director), Nicolas Cage, Eva Mendes, Wes Bentley, Sam Elliott, Peter Fonda,Donal Logue",2,
2007,The Abandoned,,Lions Gate Entertainment,"Anastasia Hille, Karel Roden, Valentin Ganev, Carlos Reig-Plaza",1,
2007,Amazing Grace,,Walden Media,"Ioan Gruffudd, Romola Garai, Youssou N'Dour, Albert Finney, Benedict Cumberbatch, Michael Gambon",2,
2007,The Astronaut Farmer,,Warner Bros.,"Billy Bob Thornton, Virginia Madsen, Bruce Dern, Tim Blake Nelson, Max Thieriot, Jon Gries",0,
2007,The Number 23,,New Line Cinema,"Jim Carrey, Virginia Madsen, Danny Huston, Logan Lerman, Lynn Collins, Rhona Mitra",1,
2007,Reno 911!: Miami,,20th Century Fox /Paramount Pictures,"Carlos Alazraqui, Mary Birdsong, Robert Ben Garant, Kerri Kenney-Silver, Thomas Lennon",2,
2007,Black Snake Moan,,Paramount Vantage,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson",1,
2007,Wild Hogs,,Touchstone Pictures,"Tim Allen, John Travolta, Martin Lawrence, William H. Macy, Ray Liotta, Marisa Tomei, Jill Hennessy",2,
2007,Zodiac,,Paramount Pictures /Warner Bros.,"David Fincher (director), Jake Gyllenhaal, Mark Ruffalo, Robert Downey, Jr., Anthony Edwards, Brian Cox,Elias Koteas, Dermot Mulroney, John Carroll Lynch, Donal Logue, Philip Baker Hall, Chloë Sevigny, Adam Goldberg, Charles Fleischer",1,
2007,300,,Warner Bros.,"Zack Snyder (director), Gerard Butler, Lena Headey, David Wenham, Dominic West, Vincent Regan,Michael Fassbender",1,
2007,The Ultimate Gift,,Fox Faith,"Abigail Breslin, Drew Fuller, James Garner, Brian Dennehy, Ali Hillis, Bill Cobbs",2,
2007,Dead Silence,,Universal Studios,"Ryan Kwanten, Amber Valletta, Donnie Wahlberg, Bob Gunton,",0,
2007,I Think I Love My Wife,,Fox Searchlight Pictures,"Chris Rock, Kerry Washington, Gina Torres, Edward Herrmann",2,
2007,Premonition,,TriStar Pictures / Metro-Goldwyn-Mayer,"Sandra Bullock, Julian McMahon, Nia Long, Kate Nelligan, Amber Valletta, Peter Stormare",0,
2007,The Hills Have Eyes 2,,Fox Atomic,"Jessica Stroup, Michael McMillian, Daniella Alonso, Lee Thompson Young",1,
2007,The Last Mimzy,,New Line Cinema,"Timothy Hutton, Joely Richardson, Rainn Wilson, Michael Clarke Duncan, Rhiannon Leigh Wryn",1,
2007,Pride,,Lions Gate Entertainment,"Bernie Mac, Terrence Howard, Kimberly Elise, Tom Arnold, Regine Nehy",2,
2007,Reign Over Me,,Columbia Pictures,"Adam Sandler, Don Cheadle, Jada Pinkett Smith, Liv Tyler, Saffron Burrows, Donald Sutherland",1,
2007,Shooter,,Paramount Pictures,"Antoine Fuqua (director), Mark Wahlberg, Michael Peña, Danny Glover, Kate Mara, Elias Koteas, Rhona Mitra, Rade Šerbedžija, Ned Beatty",2,
2007,TMNT,,Warner Bros. / The Weinstein Company,"Chris Evans, Sarah Michelle Gellar, Mako Iwamatsu, Kevin Smith, Patrick Stewart, Zhang Ziyi",1,
2007,Blades of Glory,,DreamWorks Pictures /MTV Films,"Will Ferrell, Jon Heder, Will Arnett, Amy Poehler, Craig T. Nelson, Jenna Fischer, William Fichtner",2,
2007,The Lookout,,Miramax Films,"Joseph Gordon-Levitt, Jeff Daniels, Matthew Goode, Isla Fisher",2,
2007,Meet the Robinsons,,Walt Disney Pictures,"Angela Bassett, Tom Selleck, Harland Williams, Laurie Metcalf, Nicole Sullivan, Adam West",1,
2007,Are We Done Yet?,,Columbia Pictures /Revolution Studios,"Steve Carr (director), Ice Cube, Nia Long, John C. McGinley, Aleisha Allen, Philip Bolden",2,
2007,Firehouse Dog,,20th Century Fox /Regency Enterprises,"Josh Hutcherson, Bruce Greenwood, Dash Mihok, Steven Culp, Bill Nunn",1,
2007,The Reaping,,Warner Bros.,"Hilary Swank, David Morrissey, Idris Elba, AnnaSophia Robb",2,
2007,Grindhouse,,"The Weinstein Company
Dimension Films","Planet Terror - Robert Rodriguez (director), Rose McGowan, Freddy Rodriguez, Michael Biehn, Bruce Willis, Stacy Ferguson
Death Proof - Quentin Tarantino (director), Kurt Russell, Rosario Dawson, Vanessa Ferlito, Jordan Ladd",1,
2007,The Hoax ‡,,Miramax Films,"Richard Gere, Alfred Molina, Marcia Gay Harden, Hope Davis, Julie Delpy, Stanley Tucci",0,
2007,Aqua Teen Hunger Force Colon Movie Film for Theaters,,First Look Pictures,"Dana Snyder, Dave Willis, Carey Means, Andy Merrill, Matt Maiellaro, Mike Schatz, C. Martin Croker",0,
2007,Disturbia,,DreamWorks Pictures,"Shia LaBeouf, Sarah Roemer, Aaron Yoo, Carrie-Anne Moss, Matt Craven, David Morse",1,
2007,Lonely Hearts,,Samuel Goldwyn Films /Regency Enterprises,"John Travolta, Jared Leto, Salma Hayek, James Gandolfini, Bailee Madison, Laura Dern, Scott Caan",2,
2007,Pathfinder,,20th Century Fox,"Karl Urban, Moon Bloodgood, Russell Means, Ralf Möller, Clancy Brown",1,
2007,Perfect Stranger,,Columbia Pictures /Revolution Studios,"Halle Berry, Bruce Willis, Giovanni Ribisi, Gary Dourdan",1,
2007,Redline,,Chicago Pictures,"Nathan Phillips, Nadia Bjorlin, Angus Macfadyen, Tim Matheson, Eddie Griffin",0,
2007,Slow Burn,,Lions Gate Entertainment,"Ray Liotta, LL Cool J, Mekhi Phifer, Taye Diggs, Jolene Blalock, Chiwetel Ejiofor",1,
2007,Fracture,,New Line Cinema,"Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike, André Benjamin, Embeth Davidtz, Billy Burke",2,
2007,Hot Fuzz,,Studio Canal,"Simon Pegg, Nick Frost, Jim Broadbent, Timothy Dalton, Bill Bailey, Bill Nighy, Martin Freeman, Steve Coogan, Cate Blanchett, Edward Woodward",1,
2007,In the Land of Women,,Warner Bros.,"Adam Brody, Kristen Stewart, Meg Ryan, Olympia Dukakis, Makenzie Vega",0,
2007,Vacancy,,Screen Gems,"Luke Wilson, Kate Beckinsale, Frank Whaley",1,
2007,The Condemned,,Lions Gate Entertainment,"Steve Austin, Vinnie Jones, Nathan Jones",2,
2007,The Invisible,,Hollywood Pictures,"Justin Chatwin, Margarita Levieva, Chris Marquette, Marcia Gay Harden",2,
2007,Kickin' It Old Skool,,Yari Film Group,"Jamie Kennedy, Michael Rosenbaum, Vivica A. Fox, Debra Jo Rupp, Christopher McDonald, Bobby Lee",2,
2007,Next,,Paramount Pictures,"Nicolas Cage, Julianne Moore, Jessica Biel, Tom Kretschmann, Peter Falk",2,
2007,Waitress ‡,,Fox Searchlight Pictures,"Keri Russell, Nathan Fillion, Cheryl Hines, Jeremy Sisto, Andy Griffith",2,
2007,Lucky You,,Warner Bros.,"Eric Bana, Drew Barrymore, Robert Duvall, Jean Smart, Debra Messing, Robert Downey, Jr., Horatio Sanz",1,
2007,Spider-Man 3,,Columbia Pictures,"Sam Raimi (director), Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church, Topher Grace, Bryce Dallas Howard",0,
2007,28 Weeks Later,,Fox Atomic,"Jeremy Renner, Robert Carlyle, Rose Byrne, Harold Perrineau, Catherine McCormack",0,
2007,Delta Farce,,Lions Gate Entertainment,"Bill Engvall, Larry the Cable Guy, DJ Qualls, Keith David, Danny Trejo",0,
2007,Georgia Rule,,Universal Studios,"Jane Fonda, Lindsay Lohan, Felicity Huffman, Garrett Hedlund",0,
2007,The Ex,,The Weinstein Company,"Zach Braff, Amanda Peet, Jason Bateman, Mia Farrow, Charles Grodin, Donal Logue, Amy Poehler",1,
2007,Shrek the Third,,DreamWorks Animation,"Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas, Justin Timberlake, John Cleese",2,
2007,Bug,,Lions Gate Entertainment,"Ashley Judd, Michael Shannon, Harry Connick, Jr.",1,
2007,Pirates of the Caribbean: At World's End,,Walt Disney Pictures,"Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush, Bill Nighy, Stellan Skarsgård",0,
2007,Gracie,,Picturehouse,"Elisabeth Shue, Carly Schroeder, Andrew Shue, Dermot Mulroney",1,
2007,Knocked Up,,Universal Studios,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann, Jonah Hill, Bill Hader, Alan Tudyk, Kristen Wiig",2,
2007,Mr. Brooks,,Metro-Goldwyn-Mayer,"Kevin Costner, William Hurt, Demi Moore, Dane Cook",0,
2007,Hostel: Part II,,Lions Gate Entertainment,"Jay Hernandez, Lauren German, Roger Bart, Bijou Phillips, Heather Matarazzo",1,
2007,Ocean's Thirteen,,Warner Bros.,"George Clooney, Brad Pitt, Matt Damon, Bernie Mac, Don Cheadle, Al Pacino, Elliott Gould, Blake Lively",2,
2007,Surf's Up,,Columbia Pictures,"Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, James Woods, Diedrich Bader",1,
2007,Fantastic Four: Rise of the Silver Surfer,,20th Century Fox / Marvel Studios,"Tim Story (director), Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Laurence Fishburne",0,
2007,Nancy Drew,,Warner Bros.,"Emma Roberts, Josh Flitter, Amy Bruckner, Kay Panabaker",2,
2007,1408,,The Weinstein Company,"John Cusack, Samuel L. Jackson, Mary McCormack, Tony Shalhoub",1,
2007,Evan Almighty,,Universal Studios /Spyglass Entertainment,"Steve Carell, Morgan Freeman, Lauren Graham, John Goodman, Wanda Sykes, Jimmy Bennett",0,
2007,A Mighty Heart,,Paramount Vantage,"Angelina Jolie, Dan Futterman",0,
2007,Live Free or Die Hard,,20th Century Fox,"Bruce Willis, Justin Long, Mary Elizabeth Winstead, Timothy Olyphant, Maggie Q, Kevin Smith",1,
2007,Evening,,Focus Features,"Claire Danes, Toni Collette, Vanessa Redgrave, Meryl Streep, Glenn Close",1,
2007,Ratatouille,,Walt Disney Pictures /Pixar,"Patton Oswalt, Lou Romano, Brad Garrett, Ian Holm, Peter O'Toole, Janeane Garofalo, Will Arnett",2,
2007,Sicko,,The Weinstein Company,Michael Moore,1,
2007,License to Wed,,Warner Bros.,"Robin Williams, Mandy Moore, John Krasinski, Christine Taylor, Eric Christian Olsen, Josh Flitter",0,
2007,Transformers,,DreamWorks Pictures /Paramount Pictures,"Michael Bay (director), Shia LaBeouf, Megan Fox, Tyrese Gibson, Josh Duhamel, Anthony Anderson,Rachael Taylor, John Turturro, Jon Voight",1,
2007,Clubland ‡,,Warner Independent Pictures,"Brenda Blethyn, Khan Chittenden, Emma Booth, Richard Wilson, Frankie J. Holden, Rebecca Gibney",2,
2007,Rescue Dawn ‡,,Metro-Goldwyn-Mayer,"Christian Bale, Steve Zahn, Jeremy Davies",1,
2007,Harry Potter and the Order of the Phoenix,,Warner Bros.,"David Yates (director), David Heyman, David Barron (producer), Daniel Radcliffe, Rupert Grint, Emma Watson, Helena Bonham Carter, Robbie Coltrane, Warwick Davis",2,
2007,Captivity,,Lions Gate Entertainment,"Elisha Cuthbert, Daniel Gillies, Michael Harney, Laz Alonso, Pruitt Taylor Vince",0,
2007,Talk to Me ‡,,Focus Features,"Don Cheadle, Chiwetel Ejiofor, Cedric the Entertainer, Taraji P. Henson, Mike Epps, Martin Sheen",1,
2007,Hairspray,,New Line Cinema,"Adam Shankman (Director), Nikki Blonsky, John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes, James Marsden",2,
2007,I Now Pronounce You Chuck and Larry,,Universal Studios,"Adam Sandler, Kevin James, Jessica Biel, Ving Rhames, Steve Buscemi, Dan Aykroyd",1,
2007,Sunshine ‡,,Fox Searchlight Pictures,"Danny Boyle (director), Rose Byrne, Cliff Curtis, Chris Evans, Troy Garity, Cillian Murphy, Hiroyuki Sanada, Benedict Wong",2,
2007,Arctic Tale ‡,,Paramount Vantage,Queen Latifah,1,
2007,I Know Who Killed Me,,TriStar Pictures,"Lindsay Lohan, Julia Ormond, Neal McDonough, Brian Geraghty",0,
2007,No Reservations,,Warner Bros.,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson",1,
2007,The Simpsons Movie,,20th Century Fox,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Harry Shearer, Tress MacNeille, Albert Brooks, Tom Hanks, Billie Joe Armstrong, Mike Dirnt, Tré Cool (Green Day)",2,
2007,Who's Your Caddy?,,The Weinstein Company,"Big Boi, Jeffrey Jones, James Avery, Tony Cox, Tamala Jones, Jenifer Lewis, Andy Milonakis, Jim Piddock",1,
2007,Becoming Jane ‡,,Miramax Films,"Anne Hathaway, James McAvoy, James Cromwell, Maggie Smith",0,
2007,The Bourne Ultimatum,,Universal Studios,"Matt Damon, David Strathairn, Paddy Considine, Julia Stiles, Joan Allen, Édgar Ramírez, Albert Finney",1,
2007,Bratz: The Movie,,Lions Gate Entertainment,"Skyler Shaye, Janel Parrish, Logan Browning, Nathalia Ramos, Chelsea Staub, Anneliese van der Pol",1,
2007,Hot Rod,,Paramount Pictures,"Andy Samberg, Ian McShane, Logan Browning, Isla Fisher, Sissy Spacek, Bill Hader, Will Arnett",2,
2007,Underdog,,Walt Disney Pictures,"Jason Lee, Alex Neuberger, James Belushi, Patrick Warburton, Brad Garrett, Amy Adams, Taylor Momsen, John DiMaggio",0,
2007,Daddy Day Camp,,Revolution Studios,"Cuba Gooding, Jr., Paul Rae, Lochlyn Munro, Tamala Jones, Spencer Bridges",1,
2007,Rush Hour 3,,New Line Cinema,"Jackie Chan, Chris Tucker, Max von Sydow",2,
2007,Skinwalkers,,After Dark Films,"Jason Behr, Elias Koteas, Rhona Mitra",1,
2007,Stardust,,Paramount Pictures,"Claire Danes, Michelle Pfeiffer, Robert De Niro, Sienna Miller, Charlie Cox, Ian McKellen, Peter O'Toole",0,
2007,The Invasion,,Warner Bros.,"Daniel Craig, Nicole Kidman, Jeffrey Wright",1,
2007,The Last Legion,,The Weinstein Company,"Thomas Sangster, Colin Firth, Aishwarya Rai, Ben Kingsley",2,
2007,Superbad,,Columbia Pictures,"Jonah Hill, Michael Cera, Seth Rogen, Christopher Mintz-Plasse, Bill Hader, Emma Stone",1,
2007,Mr. Bean's Holiday,,Universal Studios,"Rowan Atkinson, Willem Dafoe",0,
2007,The Nanny Diaries,,The Weinstein Company,"Scarlett Johansson, Laura Linney, Paul Giamatti, Alicia Keys, Chris Evans, Nicholas Art",1,
2007,Resurrecting the Champ,,Yari Film Group,"Samuel L. Jackson, Josh Hartnett, Alan Alda, Rachel Nichols, Teri Hatcher",2,
2007,September Dawn,,Slowhand Cinema,"Jon Voight, Trent Ford, Tamara Hope",1,
2007,War,,Lions Gate Films,"Jet Li, Jason Statham, Devon Aoki, Steph Song, Nadine Velazquez, Luis Guzmán, Saul Rubinek",0,
2007,Balls of Fury,,Rogue Pictures,"Dan Fogler, Christopher Walken, Masi Oka, Maggie Q, Diedrich Bader, David Koechner, Terry Crews,George Lopez, Robert Patrick, Aisha Tyler",1,
2007,Death Sentence,,20th Century Fox,"Kevin Bacon, John Goodman, Garrett Hedlund, Matt O'Leary, Kelly Preston, Aisha Tyler",1,
2007,Halloween,,The Weinstein Company,"Malcolm McDowell, Daeg Faerch, Tyler Mane, Sheri Moon Zombie, Scout Taylor-Compton, Danielle Harris, William Forsythe, Brad Dourif",2,
2007,3:10 to Yuma,,Lions Gate Entertainment,"Russell Crowe, Christian Bale, Peter Fonda, Ben Foster, Alan Tudyk, Logan Lerman",1,
2007,The Brothers Solomon,,TriStar Pictures,"Will Arnett, Will Forte, Kristen Wiig, Jenna Fischer, David Koechner, Bill Hader, Chi McBride",0,
2007,Shoot 'Em Up,,New Line Cinema,"Clive Owen, Paul Giamatti, Monica Bellucci, Christian Cage",1,
2007,The Hunting Party ‡,,The Weinstein Company,"Richard Gere, Terrence Howard",2,
2007,Across the Universe ‡,,Sony Pictures,"Jim Sturgess, Evan Rachel Wood, Joe Anderson, Bono, Robert Clohessy, Harry Lennix",0,
2007,The Brave One,,Warner Bros.,"Jodie Foster, Naveen Andrews, Terrence Howard",2,
2007,D-War,,Freestyle Releasing,"Jason Behr, Amanda Brooks, Robert Forster, Craig Robsinson",1,
2007,Eastern Promises ‡,,Focus Features,"David Cronenberg (director), Viggo Mortensen, Naomi Watts",1,
2007,In the Valley of Elah ‡,,Warner Independent Pictures,"Paul Haggis (director), Tommy Lee Jones, Susan Sarandon, Charlize Theron, James Franco, Josh Brolin,Jonathan Tucker",2,
2007,Mr. Woodcock,,New Line Cinema,"Billy Bob Thornton, Seann William Scott, Susan Sarandon, Ethan Suplee, Amy Poehler, M. C. Gainey,Melissa Leo",1,
2007,Good Luck Chuck,,Lions Gate Entertainment,"Dane Cook, Jessica Alba, Dan Fogler",2,
2007,Resident Evil: Extinction,,Screen Gems,"Milla Jovovich, Oded Fehr, Ali Larter, Mike Epps, Ashanti, Matthew Marsden, Linden Ashby",1,
2007,Magicians,,Universal Studios,"David Mitchell, Robert Webb",0,
2007,The Jane Austen Book Club ‡,,Sony Pictures Classics,"Maria Bello, Emily Blunt, Kathy Baker, Amy Brenneman, Maggie Grace, Hugh Dancy, Kevin Zegers",1,
2007,Into the Wild,,Paramount Vantage,"Sean Penn (director), Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone, Catherine Keener",2,
2007,Feast of Love,,Metro-Goldwyn-Mayer,"Selma Blair, Morgan Freeman, Fred Ward, Greg Kinnear, Radha Mitchell",1,
2007,The Game Plan,,Walt Disney Pictures,"Dwayne Johnson, Roselyn Sánchez, Kyra Sedgwick",0,
2007,The Kingdom,,Universal Studios,"Jamie Foxx, Jennifer Garner, Chris Cooper, Jason Bateman, Jeremy Piven, Richard Jenkins, Kyle Chandler",1,
2007,The Darjeeling Limited ‡,,Fox Searchlight Pictures,"Owen Wilson, Adrien Brody, Jason Schwartzman, Anjelica Huston, Natalie Portman",1,
2007,Feel the Noise,,Columbia Pictures,"Omarion Grandberry, Giancarlo Esposito, Victor Rasuk, Melonie Diaz",2,
2007,The Heartbreak Kid,,Paramount Pictures,"Ben Stiller, Rob Corddry, Carlos Mencia, Michelle Monaghan, Jerry Stiller",0,
2007,The Seeker,,20th Century Fox,"Alexander Ludwig, Ian McShane, Frances Conroy, Gregory Smith, Christopher Eccleston",1,
2007,Michael Clayton ‡,,Warner Bros.,"George Clooney, Tom Wilkinson, Tilda Swinton, Sydney Pollack",2,
2007,Elizabeth: The Golden Age,,Universal Studios,"Shekhar Kapur (director), Cate Blanchett, Clive Owen, Geoffrey Rush, Samantha Morton, Abbie Cornish",0,
2007,The Final Season,,Yari Film Group,"Sean Astin, Powers Boothe, Tom Arnold, Rachael Leigh Cook, Michael Angarano",1,
2007,Why Did I Get Married?,,Lions Gate,"Tyler Perry, Janet Jackson, Jill Scott, Tasha Smith, Sharon Leal, Michael Jai White, Malik Yoba",2,
2007,We Own the Night,,Columbia Pictures,"Mark Wahlberg, Joaquin Phoenix, Eva Mendes, Robert Duvall",1,
2007,30 Days of Night,,Columbia Pictures,"Josh Hartnett, Melissa George, Danny Huston, Ben Foster",2,
2007,The Comebacks,,Fox Atomic,"David Koechner, Matthew Lawrence, Eric Christian Olsen, Andy Dick, Kerri Kenney, Stacy Keibler",1,
2007,Gone Baby Gone,,Miramax Films,"Ben Affleck (director), Casey Affleck, Michelle Monaghan, Morgan Freeman, Ed Harris, John Ashton, Amy Ryan",0,
2007,Rendition,,New Line Cinema,"Reese Witherspoon, Jake Gyllenhaal, Meryl Streep, Alan Arkin, Peter Sarsgaard, J. K. Simmons",1,
2007,Sarah Landon and the Paranormal Hour,,Freestyle Releasing,"Rissa Walters, Brian Comrie, Dan Comrie",2,
2007,The Ten Commandments,,Promenade Pictures,"Ben Kingsley, Christian Slater, Alfred Molina, Elliott Gould",0,
2007,Things We Lost in the Fire,,Paramount Pictures,"Halle Berry, Benicio del Toro, David Duchovny, John Carroll Lynch",1,
2007,Dan in Real Life,,Touchstone Pictures,"Steve Carell, Juliette Binoche, Dane Cook, John Mahoney",2,
2007,Saw IV,,Lions Gate Entertainment,"Tobin Bell, Scott Patterson, Costas Mandylor, Shawnee Smith, Lyriq Bent, Angus Macfadyen",1,
2007,American Gangster,,Universal Studios,"Ridley Scott (director), Denzel Washington, Russell Crowe, Cuba Gooding, Jr., Josh Brolin, RZA, Idris Elba, Ruby Dee",0,
2007,Bee Movie,,DreamWorks Animation,"Jerry Seinfeld, Renée Zellweger, Chris Rock, John Goodman, Kathy Bates, Matthew Broderick, Rip Torn",1,
2007,Martian Child,,New Line Cinema,"John Cusack, Amanda Peet, Sophie Okonedo, Joan Cusack, Oliver Platt, Bobby Coleman",2,
2007,Fred Claus,,Warner Bros.,"Vince Vaughn, Paul Giamatti, Miranda Richardson, Kevin Spacey, Kathy Bates, Rachel Weisz, Ludacris",0,
2007,Lions for Lambs,,Metro-Goldwyn-Mayer,"Tom Cruise, Meryl Streep, Robert Redford, Michael Peña, Peter Berg",1,
2007,No Country For Old Men ‡,,Miramax Films,"Joel and Ethan Coen (directors), Tommy Lee Jones, Josh Brolin, Javier Bardem, Kelly Macdonald, Woody Harrelson, Stephen Root",0,
2007,P2,,Summit Entertainment,"Rachel Nichols, Wes Bentley",1,
2007,Beowulf,,Paramount Pictures /Warner Bros.,"Robert Zemeckis (director), Greg Ellis, Ray Winstone, Brendan Gleeson, Crispin Glover, Anthony Hopkins,Angelina Jolie, Robin Wright Penn",1,
2007,Love in the Time of Cholera,,New Line Cinema,"Javier Bardem, Giovanna Mezzogiorno, Benjamin Bratt, John Leguizamo, Fernanda Montenegro",2,
2007,Mr. Magorium's Wonder Emporium,,20th Century Fox,"Dustin Hoffman, Natalie Portman, Jason Bateman",1,
2007,August Rush,,Warner Bros.,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Robin Williams, Terrence Howard, William Sadler",1,
2007,Enchanted,,Walt Disney Pictures,"Kevin Lima (director), Amy Adams, James Marsden, Jodi Benson, Susan Sarandon, Idina Menzel, Patrick Dempsey, Timothy Spall, Julie Andrews",0,
2007,Hitman,,20th Century Fox,"Timothy Olyphant, Dougray Scott, Henry Ian Cusick, Olga Kurylenko",1,
2007,The Mist,,Metro-Goldwyn-Mayer,"Thomas Jane, Marcia Gay Harden, Andre Braugher, Laurie Holden, Toby Jones, William Sadler",1,
2007,This Christmas,,Screen Gems,"Laz Alonso, Chris Brown, Columbus Short, Mekhi Phifer, Regina King, Lauren London, Idris Elba",,
2007,Awake,,The Weinstein Company,"Hayden Christensen, Jessica Alba, Terrence Howard, Lena Olin",1,
2007,Juno ‡,,Fox Searchlight,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman",2,
2007,Atonement ‡,,Focus Features,"Joe Wright (director), Keira Knightley, Vanessa Redgrave, James McAvoy, Romola Garai, Saoirse Ronan",0,
2007,The Golden Compass,,New Line Cinema,"Daniel Craig, Nicole Kidman, Eva Green, Dakota Blue Richards, Freddie Highmore, Christopher Lee, Ian McKellen, Kristin Scott Thomas, Derek Jacobi, Jack Shepherd, Kathy Bates, Sam Elliott, Ian McShane",1,
2007,Noelle,,Gener8Xion Entertainment,"David Wall, Kerry Wall, Sean Patrick Brennan",2,
2007,The Perfect Holiday,,Yari Film Group,"Gabrielle Union, Morris Chestnut, Queen Latifah, Terrence Howard, Faizon Love, Katt Williams",0,
2007,Alvin and the Chipmunks,,20th Century Fox /Regency Enterprises,"Tim Hill (director), Jason Lee, David Cross, Cameron Richardson, Justin Long, Matthew Gray Gubler,Jesse McCartney",1,
2007,I Am Legend,,Warner Bros.,"Will Smith, Alice Braga, Salli Richardson",2,
2007,Charlie Wilson's War,,Universal Studios,"Tom Hanks, Julia Roberts, Philip Seymour Hoffman, Amy Adams",0,
2007,National Treasure: Book of Secrets,,Walt Disney Pictures,"Nicolas Cage, Jon Voight, Diane Kruger, Justin Bartha, Ed Harris, Helen Mirren",1,
2007,P.S. I Love You,,Warner Bros.,"Hilary Swank, Gerard Butler, Gina Gershon, Lisa Kudrow, Kathy Bates, Harry Connick, Jr., Dean Winters",2,
2007,Sweeney Todd: The Demon Barber of Fleet Street,,DreamWorks Pictures /Warner Bros.,"Tim Burton (director), Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Jamie Campbell Bower, Laura Michelle Kelly",0,
2007,Walk Hard: The Dewey Cox Story,,Columbia Pictures,"John C. Reilly, Jenna Fischer, Kristen Wiig",1,
2007,Aliens vs. Predator: Requiem,,20th Century Fox,"Brothers Strause (director), Steven Pasquale, Reiko Aylesworth, Johnny Lewis, John Ortiz, David Paetkau",0,
2007,St Trinian's,,Ealing Studios,"Rupert Everett, Colin Firth, Gemma Arterton, Talulah Riley, Lily Cole, Juno Temple, Russell Brand,Tamsin Egerton, Stephen Fry, Celia Imrie, Zöe Salmon, Lena Headey, Mischa Barton, Nicola Roberts,Sarah Harding, Nadine Coyle, Kimberley Walsh, Cheryl Cole (Girls Aloud)",1,
2007,The Water Horse: Legend of the Deep,,Revolution Studios,"Alexander Nathan Etel, Emily Watson, David Morrissey, Craig Hall",1,
2007,The Bucket List ‡,,Warner Bros.,"Jack Nicholson, Morgan Freeman, Sean Hayes",2,
2007,There Will Be Blood ‡,,Paramount Vantage,"Paul Thomas Anderson (director), Daniel Day-Lewis, Paul Dano",1,
2007,The Orphanage,,Picturehouse,"Juan Antonio Bayona (director), Belén Rueda",0,
2006,BloodRayne,,Boll KG Productions,"Kristanna Loken, Ben Kingsley, Michelle Rodriguez",0,
2006,Grandma's Boy,,20th Century Fox,"Allen Covert, Doris Roberts, Shirley Jones",1,
2006,Hostel,,Lions Gate Entertainment,Jay Hernandez,2,
2006,Glory Road,,Walt Disney Pictures,"Josh Lucas, Derek Luke, Jon Voight",1,
2006,Hoodwinked!,,The Weinstein Company,"Anne Hathaway, Glenn Close, James Belushi, Xzibit, Andy Dick, Patrick Warburton",0,
2006,Last Holiday,,Paramount Pictures,"Queen Latifah, Gérard Depardieu, LL Cool J",1,
2006,Tristan and Isolde,,20th Century Fox,"James Franco, Sophia Myles, Rufus Sewell",0,
2006,End of the Spear,,Every Tribe Entertainment,"Louie Leonardo, Chad Allen, Jack Guzman",1,
2006,Underworld: Evolution,,Screen Gems,"Kate Beckinsale, Scott Speedman, Bill Nighy",2,
